Valor de k,Exactiud media,Desviación
5.0,0.9994609164420485,0.00078584257342929
6.0,0.9987870619946092,0.0015007451112749408
7.0,0.9987870619946092,0.0015007451112749408
8.0,0.9987870619946092,0.0015007451112749408
9.0,0.9987870619946092,0.0015007451112749408
10.0,0.9985175202156334,0.0013066522526728568
11.0,0.9985175202156334,0.0013066522526728568
12.0,0.9985175202156334,0.0013066522526728568
13.0,0.9985175202156334,0.0013066522526728568
14.0,0.9985175202156334,0.0013066522526728568
15.0,0.9986522911051212,0.0014134890137064019
16.0,0.9985175202156334,0.00137439879072582
17.0,0.9985175202156334,0.00137439879072582
18.0,0.9979784366576819,0.0017571974138012624
19.0,0.9982479784366577,0.0016832878701882484
20.0,0.9979784366576819,0.0019989753334489855
21.0,0.9979784366576819,0.0019989753334489855
22.0,0.9977088948787063,0.0020260507248481235
23.0,0.9978436657681939,0.0018771412772485478
24.0,0.9974393530997304,0.0018281212892520915
25.0,0.9975741239892184,0.0016284428535841924
26.0,0.9969002695417789,0.0019343261582759463
27.0,0.9971698113207547,0.0016172506738544553
28.0,0.9966307277628033,0.0015366245621282306
29.0,0.9967654986522911,0.0015600858359555649
30.0,0.9964959568733154,0.001672462755524374
31.0,0.996900269541779,0.0014515269021925892
32.0,0.9967654986522911,0.0014389593331578618
33.0,0.9967654986522911,0.0013066522526728888
34.0,0.9966307277628033,0.0015366245621282306
35.0,0.9967654986522911,0.0013743987907258485
36.0,0.9964959568733154,0.001725909497960358
37.0,0.9963611859838275,0.0017364014456503073
38.0,0.995956873315364,0.0019059481972683082
39.0,0.9960916442048517,0.0017259094979603423
40.0,0.995956873315364,0.0019059481972683082
41.0,0.9959568733153639,0.0017571974138012624
42.0,0.9956873315363882,0.0018380298782999808
43.0,0.995822102425876,0.0016724627555243935
44.0,0.9954177897574125,0.00182812128925209
45.0,0.9939353099730459,0.003013568702829893
46.0,0.9928571428571429,0.0026478278577342896
47.0,0.9915094339622641,0.002715558177844995
48.0,0.9909703504043126,0.0028140987894637527
49.0,0.989622641509434,0.003371966577681085
50.0,0.989622641509434,0.0036313190256893548
51.0,0.9885444743935311,0.002858922295902504
52.0,0.9885444743935311,0.003514394827602499
53.0,0.9880053908355796,0.0030850466690726724
54.0,0.9867924528301888,0.002113798806112954
55.0,0.9869272237196766,0.0018867924528301772
56.0,0.9871967654986523,0.002087861642160326
57.0,0.9877358490566037,0.0026751257737573147
58.0,0.9878706199460916,0.0023728863694958175
59.0,0.9876010781671158,0.002198046688719669
60.0,0.9873315363881401,0.0024630278817381487
61.0,0.9873315363881401,0.0022308551694402608
62.0,0.9870619946091643,0.0027088613534018715
63.0,0.9870619946091643,0.0027088613534018715
64.0,0.9869272237196766,0.002506883455220793
65.0,0.9870619946091643,0.0027088613534018715
66.0,0.9867924528301886,0.00294035366971312
67.0,0.9849056603773585,0.004776292492363698
68.0,0.9851752021563343,0.004988343806825261
69.0,0.9846361185983827,0.004959129243389235
70.0,0.9846361185983827,0.005226609010691445
71.0,0.9836927223719677,0.0048853285607525256
72.0,0.9834231805929919,0.0045623479460406464
73.0,0.9826145552560647,0.0038920563553082707
74.0,0.9816711590296496,0.004477964346586567
75.0,0.9811320754716981,0.004490116239611242
76.0,0.9807277628032345,0.004056581386332202
77.0,0.9793800539083557,0.00287791866631573
78.0,0.9792452830188679,0.003055467398586123
79.0,0.9791105121293802,0.0022145116880262798
80.0,0.9785714285714284,0.002230855169440278
81.0,0.9784366576819407,0.0024108549622639352
82.0,0.9777628032345014,0.002557097838411092
83.0,0.9774932614555254,0.002506883455220793
84.0,0.9773584905660379,0.00303159619385498
85.0,0.9754716981132077,0.006499814313632057
86.0,0.9752021563342318,0.006649000745845821
87.0,0.9752021563342318,0.0067304533634413724
88.0,0.9749326145552561,0.006524915599412516
89.0,0.9735849056603774,0.006018089908831837
90.0,0.9730458221024259,0.0066571908545706
91.0,0.9730458221024259,0.0066571908545706
92.0,0.9723719676549866,0.00673854447439354
93.0,0.9723719676549866,0.007418522342060854
94.0,0.9721024258760108,0.007678393279376895
95.0,0.971967654986523,0.007630936747650728
96.0,0.971832884097035,0.007592757962805016
97.0,0.9715633423180593,0.00785148876745525
98.0,0.9715633423180593,0.007886112581308774
99.0,0.9715633423180593,0.007886112581308774
