Valor de k,Exactiud media,Desviación
5.0,1.0,0.0
6.0,0.9997304582210242,0.00033011991142632366
7.0,0.999865229110512,0.00026954177897575704
8.0,0.9994609164420485,0.0005042664941743795
9.0,0.9995956873315365,0.0005390835579514753
10.0,0.9994609164420485,0.0005042664941743795
11.0,0.9994609164420485,0.0005042664941743795
12.0,0.9978436657681942,0.0005042664941744151
13.0,0.9982479784366577,0.0005390835579515141
14.0,0.9979784366576819,0.0004261829730685397
15.0,0.9981132075471699,0.0005042664941744152
16.0,0.9979784366576819,0.0004261829730685397
17.0,0.9979784366576819,0.0004261829730685397
18.0,0.9978436657681942,0.0005042664941744152
19.0,0.9969002695417789,0.0021980466887196867
20.0,0.9964959568733154,0.002061598186088723
21.0,0.995822102425876,0.0019249133230573446
22.0,0.9952830188679245,0.0017047318922740712
23.0,0.9943396226415094,0.0016284428535841503
24.0,0.9933962264150944,0.0013743987907258158
25.0,0.9929919137466307,0.0006871993953629188
26.0,0.9925876010781671,0.0007381705626754287
27.0,0.9925876010781671,0.0007381705626754287
28.0,0.9920485175202156,0.0005042664941743795
29.0,0.9920485175202156,0.0005042664941743795
30.0,0.990700808625337,0.00026954177897575704
31.0,0.9909703504043128,0.0003301199114263237
32.0,0.9900269541778975,0.0005042664941743795
33.0,0.9902964959568733,0.00033011991142632366
34.0,0.9888140161725067,0.0018867924528301805
35.0,0.9890835579514825,0.0020170659766975334
36.0,0.9886792452830189,0.002017065976697542
37.0,0.9888140161725067,0.0021563342318059384
38.0,0.9882749326145553,0.0020260507248481075
39.0,0.988544474393531,0.002130914865342572
40.0,0.9882749326145552,0.0018380298782999613
41.0,0.9882749326145552,0.0018380298782999613
42.0,0.9882749326145552,0.0018380298782999613
43.0,0.9882749326145552,0.0018380298782999613
44.0,0.9878706199460918,0.0015366245621282208
45.0,0.9867924528301886,0.0032624577997062486
46.0,0.9866576819407008,0.0031433702937171504
47.0,0.9855795148247978,0.0030014902225498764
48.0,0.9855795148247978,0.0030014902225498764
49.0,0.9846361185983827,0.0036512714782059603
50.0,0.984366576819407,0.0037494414402273906
51.0,0.9836927223719677,0.0030554673985861546
52.0,0.9836927223719677,0.0030554673985861546
53.0,0.9836927223719677,0.0030554673985861546
54.0,0.9834231805929919,0.0029093036583454097
55.0,0.9834231805929919,0.0029093036583454097
56.0,0.9834231805929919,0.0029093036583454097
57.0,0.9828840970350404,0.002026050724848091
58.0,0.9828840970350404,0.002026050724848091
59.0,0.9828840970350404,0.002026050724848091
60.0,0.9828840970350404,0.002026050724848091
61.0,0.9828840970350404,0.002026050724848091
62.0,0.9828840970350404,0.002026050724848091
63.0,0.9828840970350404,0.002026050724848091
64.0,0.9828840970350404,0.002026050724848091
65.0,0.9828840970350404,0.002026050724848091
66.0,0.9828840970350404,0.002026050724848091
67.0,0.9828840970350404,0.002026050724848091
68.0,0.9828840970350404,0.002026050724848091
69.0,0.9828840970350404,0.002026050724848091
70.0,0.9828840970350404,0.002026050724848091
71.0,0.9828840970350404,0.002026050724848091
72.0,0.9828840970350404,0.002026050724848091
73.0,0.9828840970350404,0.002026050724848091
74.0,0.9828840970350404,0.002026050724848091
75.0,0.9828840970350404,0.002026050724848091
76.0,0.9828840970350404,0.002026050724848091
77.0,0.9828840970350404,0.002026050724848091
78.0,0.9828840970350404,0.002026050724848091
79.0,0.9828840970350404,0.002026050724848091
80.0,0.9828840970350404,0.002026050724848091
81.0,0.9828840970350404,0.002026050724848091
82.0,0.9828840970350404,0.002026050724848091
83.0,0.9828840970350404,0.002026050724848091
84.0,0.9828840970350404,0.002026050724848091
85.0,0.9828840970350404,0.002026050724848091
86.0,0.9828840970350404,0.002026050724848091
87.0,0.9828840970350404,0.002026050724848091
88.0,0.9828840970350404,0.002026050724848091
89.0,0.9828840970350404,0.002026050724848091
90.0,0.9828840970350404,0.002026050724848091
91.0,0.9828840970350404,0.002026050724848091
92.0,0.9828840970350404,0.002026050724848091
93.0,0.9828840970350404,0.002026050724848091
94.0,0.9828840970350404,0.002026050724848091
95.0,0.9828840970350404,0.002026050724848091
96.0,0.9828840970350404,0.002026050724848091
97.0,0.9828840970350404,0.002026050724848091
98.0,0.9828840970350404,0.002026050724848091
99.0,0.9828840970350404,0.002026050724848091
