Valor de k,Exactiud media,Desviación
5.0,0.9871967654986523,0.002130914865342572
6.0,0.986388140161725,0.0018281212892520898
7.0,0.986388140161725,0.0018281212892520898
8.0,0.9859838274932615,0.002463027881738144
9.0,0.9859838274932615,0.002463027881738144
10.0,0.9859838274932615,0.002463027881738144
11.0,0.9859838274932615,0.002463027881738144
12.0,0.9859838274932615,0.002463027881738144
13.0,0.9859838274932615,0.002463027881738144
14.0,0.9858490566037735,0.0025213324708719276
15.0,0.9858490566037735,0.0025213324708719276
16.0,0.9859838274932615,0.0025712646938462163
17.0,0.9859838274932615,0.0025712646938462163
18.0,0.9862533692722373,0.002814098789463736
19.0,0.9861185983827493,0.0026478278577342917
20.0,0.9861185983827493,0.0027487975814516185
21.0,0.9858490566037735,0.0027946686460010545
22.0,0.9861185983827493,0.0027487975814516185
23.0,0.9858490566037735,0.0025213324708719276
24.0,0.9859838274932615,0.0025712646938462163
25.0,0.9861185983827493,0.0023575277202878826
26.0,0.9858490566037735,0.0027946686460010545
27.0,0.9858490566037735,0.0022950655479685414
28.0,0.9855795148247978,0.0027155581778450094
29.0,0.9857142857142855,0.002742181933878152
30.0,0.985309973045822,0.002708861353401857
31.0,0.985579514824798,0.0025428520571581024
32.0,0.9850404312668463,0.002640959291410436
33.0,0.985309973045822,0.0027088613534018567
34.0,0.9850404312668463,0.0028716005057496763
35.0,0.985309973045822,0.0027088613534018567
36.0,0.9846361185983827,0.0028076370156333965
37.0,0.9849056603773585,0.002846187612121696
38.0,0.9840970350404312,0.0026133045053457356
39.0,0.9845013477088947,0.0025923698196322646
40.0,0.9839622641509432,0.0026409592914104396
41.0,0.9840970350404312,0.002814098789463746
42.0,0.9834231805929919,0.0026133045053457252
43.0,0.9835579514824799,0.0025068834552207813
44.0,0.9830188679245284,0.0025356991539389213
45.0,0.981401617250674,0.004795268699368535
46.0,0.9811320754716982,0.004988343806825261
47.0,0.9795148247978437,0.005160158953929005
48.0,0.9792452830188679,0.005156637862455243
49.0,0.9777628032345014,0.005219654105400814
50.0,0.9770889487870621,0.005540378649890703
51.0,0.9760107816711591,0.005467779723746847
52.0,0.9756064690026955,0.005612038494247172
53.0,0.9758760107816713,0.0054478121108915605
54.0,0.973989218328841,0.003529865459220689
55.0,0.9737196765498652,0.003382722479248305
56.0,0.973989218328841,0.003529865459220689
57.0,0.9742587601078168,0.0033934442889526
58.0,0.9735849056603774,0.003472802891300599
59.0,0.973989218328841,0.0033719665776810875
60.0,0.9734501347708895,0.003451818995920687
61.0,0.9737196765498652,0.0036413089180879336
62.0,0.9734501347708895,0.003826164303659937
63.0,0.9735849056603774,0.0037735849056603687
64.0,0.9727762803234501,0.003451818995920671
65.0,0.9729110512129381,0.0034988557913065163
66.0,0.9722371967654986,0.0030255989650463263
67.0,0.9722371967654986,0.003172129998905608
68.0,0.9722371967654986,0.0035758757847497396
69.0,0.9722371967654986,0.003339491022470052
70.0,0.9719676549865228,0.0027816398167857547
71.0,0.971832884097035,0.0029954327184491605
72.0,0.9716981132075471,0.0034359969768145374
73.0,0.9719676549865228,0.0027816398167857547
74.0,0.9715633423180593,0.0030255989650462894
75.0,0.9715633423180593,0.0030255989650462894
76.0,0.9714285714285713,0.003001490222549851
77.0,0.9710242587601078,0.0030732491242564126
78.0,0.9715633423180593,0.002775102463877877
79.0,0.971832884097035,0.0025356991539389096
80.0,0.9715633423180593,0.0026751257737572948
81.0,0.9712938005390835,0.0029093036583453884
82.0,0.9710242587601078,0.0031026588768790606
83.0,0.9708894878706198,0.0031433702937171248
84.0,0.9708894878706198,0.0031433702937171248
85.0,0.9691374663072777,0.006048195599007239
86.0,0.968867924528302,0.006048195599007239
87.0,0.9685983827493262,0.006096055459783632
88.0,0.9677897574123989,0.0075206503656623765
89.0,0.9667115902964959,0.006527698672944663
90.0,0.9657681940700809,0.008355795148247963
91.0,0.965633423180593,0.008252997785657586
92.0,0.9653638814016172,0.008148903750852267
93.0,0.9646900269541778,0.007760743961664662
94.0,0.96455525606469,0.007702011893385191
95.0,0.9642857142857142,0.007869973757766269
96.0,0.9641509433962264,0.007851488767455261
97.0,0.9634770889487871,0.008474506696637468
98.0,0.9636118598382749,0.00850232360948114
99.0,0.92911051212938,0.04725906073364932
