Valor de k,Exactiud media,Desviación
5.0,0.9804582210242587,0.0020439017369411287
6.0,0.9818059299191375,0.0025570978384110922
7.0,0.9785714285714284,0.002807637015633381
8.0,0.980188679245283,0.0032624577997062403
9.0,0.9773584905660376,0.0034518189959206677
10.0,0.9783018867924529,0.002742181933878152
11.0,0.9753369272237198,0.003529865459220686
12.0,0.9766846361185983,0.0035809515513709903
13.0,0.9754716981132076,0.003730014151778454
14.0,0.9762803234501348,0.003961438937115659
15.0,0.9741239892183289,0.004101111605041251
16.0,0.9756064690026953,0.003749441440227376
17.0,0.9741239892183288,0.004400223104397443
18.0,0.9750673854447438,0.004609873686384666
19.0,0.973989218328841,0.004699621502469724
20.0,0.9746630727762804,0.0043168779994735805
21.0,0.9743935309973045,0.004570303223130253
22.0,0.9742587601078168,0.0043126684636118654
23.0,0.9734501347708895,0.0045223616537904176
24.0,0.9735849056603774,0.004734277107884176
25.0,0.9731805929919137,0.004753421048126247
26.0,0.9731805929919137,0.004291558848541957
27.0,0.9722371967654986,0.004118788892166065
28.0,0.9715633423180593,0.0045183435617897946
29.0,0.9715633423180592,0.004617747088682448
30.0,0.9715633423180592,0.004617747088682448
31.0,0.9710242587601078,0.004490116239611242
32.0,0.9710242587601078,0.0044494808677140694
33.0,0.970754716981132,0.004210377183777162
34.0,0.9710242587601078,0.004304237041151292
35.0,0.9703504043126685,0.003906031467975593
36.0,0.9704851752021565,0.004118788892166067
37.0,0.9700808625336927,0.0042745960989632615
38.0,0.969811320754717,0.004558365101155746
39.0,0.9692722371967655,0.004981056229804949
40.0,0.9695417789757412,0.004995620752789938
41.0,0.968733153638814,0.0045822102425875765
42.0,0.9694070080862535,0.004999255253636507
43.0,0.9680592991913747,0.004231891770379394
44.0,0.968867924528302,0.004753421048126247
45.0,0.966711590296496,0.005929919137466287
46.0,0.9671159029649596,0.005329843647785755
47.0,0.9646900269541778,0.006733151480752984
48.0,0.9661725067385445,0.006369974284688135
49.0,0.9636118598382749,0.006792238904773121
50.0,0.96455525606469,0.007036537726256916
51.0,0.9623989218328841,0.00807951201472879
52.0,0.9626684636118599,0.007571197792554246
53.0,0.9618598382749326,0.007795770816161481
54.0,0.9609164420485176,0.0057019395690852325
55.0,0.9606469002695418,0.005852843868088531
56.0,0.9609164420485176,0.005474419410132044
57.0,0.960512129380054,0.005599077649013741
58.0,0.9606469002695418,0.005467779723746849
59.0,0.9602425876010783,0.005424423665093839
60.0,0.9601078167115903,0.005226609010691457
61.0,0.9595687331536389,0.005717844591804954
62.0,0.9599730458221025,0.005316194858036666
63.0,0.959299191374663,0.005230082995130001
64.0,0.9595687331536388,0.005271592241403736
65.0,0.95822102425876,0.005271592241403757
66.0,0.9584905660377359,0.004441309178782777
67.0,0.9579514824797843,0.0044617103388805745
68.0,0.95822102425876,0.004707344796919928
69.0,0.9566037735849056,0.00528191858282089
70.0,0.9570080862533692,0.00510352998079825
71.0,0.9560646900269543,0.0048853285607524995
72.0,0.956064690026954,0.005243955918691029
73.0,0.9548517520215632,0.005219654105400854
74.0,0.9556603773584905,0.0048853285607525256
75.0,0.9547169811320755,0.00501376691044159
76.0,0.955390835579515,0.00549759516290327
77.0,0.954043126684636,0.004676375087034359
78.0,0.9544474393530997,0.004601986813736888
79.0,0.9526954177897574,0.005191741316511654
80.0,0.9535040431266847,0.005340057346673551
81.0,0.9516172506738544,0.005397569917655168
82.0,0.9518867924528303,0.005299084434322783
83.0,0.9495956873315363,0.005926855371238792
84.0,0.9497304582210242,0.006021107251668092
85.0,0.9467654986522911,0.00802990248504917
86.0,0.9466307277628033,0.008570411372282821
87.0,0.9456873315363881,0.008761144454525596
88.0,0.9455525606469003,0.009184218349003119
89.0,0.9429919137466307,0.007583183232687438
90.0,0.9433962264150944,0.007575994243965076
91.0,0.9413746630727763,0.008119876189429685
92.0,0.9423180592991913,0.00816004070254482
93.0,0.9393530997304582,0.008909161121853595
94.0,0.9401617250673855,0.009272785666722143
95.0,0.9377358490566039,0.010018473067410147
96.0,0.9378706199460917,0.00971285862357263
97.0,0.936522911051213,0.009590537398737015
98.0,0.9369272237196766,0.009686643032919919
99.0,0.9195417789757412,0.02912610643507727
